,neighbors,chemical_shift
230,"[['C', 2.3596630752451295, -0.0258949, 6, 2.55, 12], ['C', 1.3456284359043786, 0.123439, 6, 2.55, 12], ['C', 2.3592342505760775, -0.0258949, 6, 2.55, 12], ['H', 2.594506242405653, 0.0646287, 1, 2.2, 1], ['H', 2.5879773448043566, 0.0646287, 1, 2.2, 1]]",288.68
231,"[['B', 1.3735287467400628, 0.0, 5, 2.04, 11], ['F', 2.3107303977035083, 0.0, 9, 3.98, 19], ['F', 2.3097400618718207, 0.0, 9, 3.98, 19], ['F', 2.3081580488370608, 0.0, 9, 3.98, 19]]",354.633
232,"[['B', 1.4272130625290025, 0.0, 5, 2.04, 11], ['F', 2.3107303977035083, 0.0, 9, 3.98, 19], ['F', 2.2980430053007557, 0.0, 9, 3.98, 19], ['F', 2.299934578347777, 0.0, 9, 3.98, 19], ['C', 2.8975054614901365, 0.0, 6, 2.55, 12], ['H', 1.9011085692139291, 0.0, 1, 2.2, 1]]",341.306
233,"[['B', 1.4214654480771178, 0.0, 5, 2.04, 11], ['F', 2.3097400618718207, 0.0, 9, 3.98, 19], ['F', 2.2980430053007557, 0.0, 9, 3.98, 19], ['F', 2.2974730812453386, 0.0, 9, 3.98, 19], ['H', 2.0821477792228937, 0.0, 1, 2.2, 1], ['H', 2.7078221222115135, 0.0, 1, 2.2, 1]]",352.419
234,"[['B', 1.4235539309416883, 0.0, 5, 2.04, 11], ['F', 2.3081580488370608, 0.0, 9, 3.98, 19], ['F', 2.299934578347777, 0.0, 9, 3.98, 19], ['F', 2.2974730812453386, 0.0, 9, 3.98, 19], ['C', 2.9701753753048763, 0.0, 6, 2.55, 12], ['C', 2.9918926903517606, 0.0, 6, 2.55, 12], ['H', 2.613373585725033, 0.0, 1, 2.2, 1], ['H', 2.0739552123434257, 0.0, 1, 2.2, 1]]",352.968
235,"[['C', 2.346268882345329, 0.241857, 6, 2.55, 12], ['C', 1.340470077121512, 0.452843, 6, 2.55, 12], ['F', 2.179385863551738, -0.163122, 9, 3.98, 19], ['F', 2.1730437476320614, -0.163122, 9, 3.98, 19]]",259.384
236,"[['C', 2.3348916786416076, 0.241857, 6, 2.55, 12], ['O', 2.60703571237651, -0.435029, 8, 3.44, 16], ['C', 1.346664575549609, 0.452843, 6, 2.55, 12], ['F', 2.179385863551738, -0.163122, 9, 3.98, 19], ['F', 2.177438830884693, -0.163122, 9, 3.98, 19]]",276.377
237,"[['C', 2.351140334408044, 0.241857, 6, 2.55, 12], ['C', 1.3442735062367805, 0.452843, 6, 2.55, 12], ['F', 2.1730437476320614, -0.163122, 9, 3.98, 19], ['F', 2.177438830884693, -0.163122, 9, 3.98, 19]]",255.181
238,"[['C', 2.354485086916278, -0.0242562, 6, 2.55, 12], ['C', 2.3521424263166537, -0.0140479, 6, 2.55, 12], ['C', 1.3406223200518614, 0.124191, 6, 2.55, 12], ['H', 2.5930301698537823, 0.064678, 1, 2.2, 1], ['H', 2.6090264251832123, 0.0653677, 1, 2.2, 1]]",282.429
239,"[['C', 2.3417794557205585, 0.0469507, 6, 2.55, 12], ['C', 1.3387526715899138, 0.203321, 6, 2.55, 12], ['C', 2.393134629979686, 0.289364, 6, 2.55, 12], ['O', 2.795135797004039, -0.264586, 8, 3.44, 16], ['H', 2.629276309370952, 0.0839147, 1, 2.2, 1]]",352.212
240,"[['C', 2.4410766372374284, 0.0300519, 6, 2.55, 12], ['C', 2.4663540181171757, 0.124578, 6, 2.55, 12], ['C', 1.3723742058881268, 0.262811, 6, 2.55, 12], ['F', 2.2156690353398214, -0.204742, 9, 3.98, 19], ['O', 2.753153680918879, -0.480282, 8, 3.44, 16], ['H', 2.6389485523142664, 0.0332612, 1, 2.2, 1], ['H', 1.8958972822748243, 0.295063, 1, 2.2, 1]]",341.103
241,"[['C', 2.4490547519875454, 0.0300519, 6, 2.55, 12], ['C', 2.4468112594702456, 0.124578, 6, 2.55, 12], ['C', 1.3434579061446588, 0.262811, 6, 2.55, 12], ['F', 2.2156690353398214, -0.204742, 9, 3.98, 19], ['H', 2.6917573207292693, 0.0332612, 1, 2.2, 1], ['H', 2.629296191983835, 0.0474392, 1, 2.2, 1]]",326.425
242,"[['C', 2.952172277154075, 0.00179441, 6, 2.55, 12], ['N', 2.92719076031317, -0.268327, 7, 3.04, 14], ['P', 1.6770628479223855, 0.623462, 15, 2.19, 31], ['F', 2.3060425417207564, -0.10391, 9, 3.98, 19], ['F', 2.3103036956322027, -0.10391, 9, 3.98, 19], ['F', 2.3218573643373555, -0.10391, 9, 3.98, 19], ['F', 2.3185626428944244, -0.10391, 9, 3.98, 19], ['H', 2.4448443450872492, 0.0277968, 1, 2.2, 1], ['H', 2.23024393300058, 0.0427424, 1, 2.2, 1], ['H', 2.922816349209868, 0.0427424, 1, 2.2, 1], ['H', 2.1541016511108486, 0.0427424, 1, 2.2, 1]]",246.217
243,"[['P', 1.6124823282891612, 0.623462, 15, 2.19, 31], ['F', 2.3333580763268897, -0.10391, 9, 3.98, 19], ['F', 2.332895536707054, -0.10391, 9, 3.98, 19], ['F', 2.323080431785735, -0.10391, 9, 3.98, 19], ['F', 2.328987905670158, -0.10391, 9, 3.98, 19]]",258.986
244,"[['F', 2.3060425417207564, -0.10391, 9, 3.98, 19], ['P', 1.6376152078480242, 0.623462, 15, 2.19, 31], ['F', 2.3333580763268897, -0.10391, 9, 3.98, 19], ['F', 2.304776220810417, -0.10391, 9, 3.98, 19], ['F', 2.331642114415555, -0.10391, 9, 3.98, 19], ['H', 2.751459998295777, 0.0277968, 1, 2.2, 1], ['H', 2.3398013439237593, 0.0427424, 1, 2.2, 1]]",256.582
245,"[['F', 2.3103036956322027, -0.10391, 9, 3.98, 19], ['P', 1.6394985580067116, 0.623462, 15, 2.19, 31], ['F', 2.332895536707054, -0.10391, 9, 3.98, 19], ['F', 2.307894092086661, -0.10391, 9, 3.98, 19], ['F', 2.3277538273467404, -0.10391, 9, 3.98, 19], ['H', 2.7822887026758925, 0.0277968, 1, 2.2, 1], ['H', 2.347943166556512, 0.0427424, 1, 2.2, 1]]",256.331
246,"[['N', 2.962213903547063, -0.268327, 7, 3.04, 14], ['C', 2.683640541958935, 0.199531, 6, 2.55, 12], ['F', 2.3218573643373555, -0.10391, 9, 3.98, 19], ['P', 1.667904962362251, 0.623462, 15, 2.19, 31], ['F', 2.323080431785735, -0.10391, 9, 3.98, 19], ['F', 2.304776220810417, -0.10391, 9, 3.98, 19], ['F', 2.307894092086661, -0.10391, 9, 3.98, 19], ['H', 2.426676122013032, 0.0427424, 1, 2.2, 1], ['H', 2.602736291227067, 0.0427424, 1, 2.2, 1]]",254.918
247,"[['F', 2.3185626428944244, -0.10391, 9, 3.98, 19], ['P', 1.6146000114613972, 0.623462, 15, 2.19, 31], ['F', 2.328987905670158, -0.10391, 9, 3.98, 19], ['F', 2.331642114415555, -0.10391, 9, 3.98, 19], ['F', 2.3277538273467404, -0.10391, 9, 3.98, 19]]",256.231
248,"[['C', 2.3790737074722363, 0.135075, 6, 2.55, 12], ['C', 1.3348501153061303, 0.140897, 6, 2.55, 12], ['C', 2.3199938441474353, -0.025396, 6, 2.55, 12], ['C', 2.8372255915959963, 0.343183, 6, 2.55, 12], ['O', 2.607846130009837, -0.244895, 8, 3.44, 16], ['H', 2.521289270903288, 0.0646357, 1, 2.2, 1]]",283.62
249,"[['C', 2.3607399542421414, -0.0261444, 6, 2.55, 12], ['C', 1.3474864826514446, 0.123421, 6, 2.55, 12], ['C', 2.3592730651701928, -0.0261444, 6, 2.55, 12], ['H', 2.592096869351253, 0.0646198, 1, 2.2, 1], ['H', 2.591508895962223, 0.0646198, 1, 2.2, 1]]",295.066
250,"[['C', 2.3628087384524954, 0.0554624, 6, 2.55, 12], ['C', 2.877442914522634, -0.0500807, 6, 2.55, 12], ['C', 1.3529520202977683, 0.41744, 6, 2.55, 12], ['F', 2.1795466687284026, -0.165902, 9, 3.98, 19], ['F', 2.171235131428605, -0.165902, 9, 3.98, 19], ['H', 2.675057742729131, 0.0623044, 1, 2.2, 1]]",262.012
251,"[['C', 2.7419385118009982, -0.039903, 6, 2.55, 12], ['C', 2.372174526745493, 0.0554624, 6, 2.55, 12], ['C', 1.3473742547527474, 0.41744, 6, 2.55, 12], ['F', 2.1795466687284026, -0.165902, 9, 3.98, 19], ['F', 2.177201390735793, -0.165902, 9, 3.98, 19], ['H', 2.42244498903029, 0.0629879, 1, 2.2, 1]]",283.698
252,"[['C', 2.3611537422715836, 0.0554624, 6, 2.55, 12], ['C', 1.353112172130355, 0.41744, 6, 2.55, 12], ['F', 2.171235131428605, -0.165902, 9, 3.98, 19], ['F', 2.177201390735793, -0.165902, 9, 3.98, 19], ['H', 2.9481435541778476, 0.0623044, 1, 2.2, 1]]",252.972
253,"[['C', 2.3634310141199477, 0.00276219, 6, 2.55, 12], ['C', 2.348086214104873, 0.193462, 6, 2.55, 12], ['C', 1.3396574234708651, 0.163294, 6, 2.55, 12], ['F', 2.711764179557428, -0.199452, 9, 3.98, 19], ['H', 2.607746847020921, 0.0668593, 1, 2.2, 1]]",317.32
254,"[['C', 2.373556518675667, 0.163294, 6, 2.55, 12], ['C', 1.3367417149840681, 0.193462, 6, 2.55, 12], ['C', 2.3738915151590527, 0.163294, 6, 2.55, 12], ['F', 2.711764179557428, -0.202314, 9, 3.98, 19], ['F', 2.713715170941957, -0.202314, 9, 3.98, 19]]",348.982
255,"[['C', 2.3633943883671527, 0.00276219, 6, 2.55, 12], ['C', 1.3395822138628792, 0.163294, 6, 2.55, 12], ['C', 2.348280954798947, 0.193462, 6, 2.55, 12], ['F', 2.713715170941957, -0.199452, 9, 3.98, 19], ['H', 2.6113246281394815, 0.0668593, 1, 2.2, 1]]",318.354
256,"[['C', 2.3663348418796404, 0.0548461, 6, 2.55, 12], ['C', 2.9858822811593617, -0.049563, 6, 2.55, 12], ['C', 1.3543676996493708, 0.417421, 6, 2.55, 12], ['F', 2.177716067641036, -0.165903, 9, 3.98, 19], ['F', 2.168800264535305, -0.165903, 9, 3.98, 19], ['H', 2.891321586755419, 0.0623217, 1, 2.2, 1]]",254.649
257,"[['C', 2.744908072036085, -0.049563, 6, 2.55, 12], ['C', 2.37306503031, 0.0548461, 6, 2.55, 12], ['C', 1.350533329413902, 0.417421, 6, 2.55, 12], ['F', 2.177716067641036, -0.165903, 9, 3.98, 19], ['F', 2.179326811009139, -0.165903, 9, 3.98, 19], ['H', 2.392554371516112, 0.0623217, 1, 2.2, 1]]",284.447
258,"[['C', 2.3632181794028213, 0.0548461, 6, 2.55, 12], ['C', 2.913980497470882, -0.049563, 6, 2.55, 12], ['C', 1.3538830284926424, 0.417421, 6, 2.55, 12], ['F', 2.168800264535305, -0.165903, 9, 3.98, 19], ['F', 2.179326811009139, -0.165903, 9, 3.98, 19], ['H', 2.7547807419436094, 0.0623217, 1, 2.2, 1]]",258.583
259,"[['C', 2.3659610709193317, 0.0551334, 6, 2.55, 12], ['C', 2.8794300880490225, -0.0498441, 6, 2.55, 12], ['C', 1.354358161572644, 0.41743, 6, 2.55, 12], ['F', 2.168845428766044, -0.165903, 9, 3.98, 19], ['F', 2.179942369867844, -0.165903, 9, 3.98, 19], ['H', 2.6783751465035404, 0.0623125, 1, 2.2, 1]]",260.114
260,"[['C', 2.368065318064049, 0.0551334, 6, 2.55, 12], ['C', 1.3550481544309156, 0.41743, 6, 2.55, 12], ['F', 2.168845428766044, -0.165903, 9, 3.98, 19], ['F', 2.1766430336447966, -0.165903, 9, 3.98, 19], ['H', 2.9375096362388375, 0.0623125, 1, 2.2, 1]]",252.948
261,"[['C', 2.744193782947597, -0.0451911, 6, 2.55, 12], ['C', 2.3745354448052343, 0.0551334, 6, 2.55, 12], ['C', 1.3511880170111734, 0.41743, 6, 2.55, 12], ['F', 2.179942369867844, -0.165903, 9, 3.98, 19], ['F', 2.1766430336447966, -0.165903, 9, 3.98, 19], ['H', 2.3943824037217456, 0.0626336, 1, 2.2, 1]]",284.286
262,"[['C', 2.376319728709955, 0.0863591, 6, 2.55, 12], ['C', 2.9887896760559087, 0.13927, 6, 2.55, 12], ['N', 2.9948183054879833, 0.0570328, 7, 3.04, 14], ['O', 2.6847625961806565, -0.126125, 8, 3.44, 16], ['C', 1.343390726754046, 0.419568, 6, 2.55, 12], ['F', 2.1857939972329428, -0.16582, 9, 3.98, 19], ['F', 2.1668120655653156, -0.16582, 9, 3.98, 19]]",264.465
263,"[['C', 2.3801822815820084, 0.0863591, 6, 2.55, 12], ['O', 2.7406946070953975, -0.126125, 8, 3.44, 16], ['C', 1.3405381450120588, 0.419568, 6, 2.55, 12], ['F', 2.1857939972329428, -0.16582, 9, 3.98, 19], ['F', 2.163548163453096, -0.16582, 9, 3.98, 19]]",253.321
264,"[['C', 2.6420772199955564, -0.0281157, 6, 2.55, 12], ['C', 2.3595483015220413, 0.0863591, 6, 2.55, 12], ['C', 1.3551754493876276, 0.419568, 6, 2.55, 12], ['F', 2.1668120655653156, -0.16582, 9, 3.98, 19], ['F', 2.163548163453096, -0.16582, 9, 3.98, 19], ['H', 2.24182960151965, 0.0638687, 1, 2.2, 1]]",270.462
265,"[['C', 2.3450161503738443, -0.0234762, 6, 2.55, 12], ['C', 1.361107286278472, 0.13747, 6, 2.55, 12], ['C', 2.386373803378105, 0.0960463, 6, 2.55, 12], ['C', 2.9663160077121105, 0.339668, 6, 2.55, 12], ['O', 2.687357746594553, -0.477061, 8, 3.44, 16], ['H', 2.5528505586556927, 0.0646994, 1, 2.2, 1], ['H', 1.8343073203389908, 0.295409, 1, 2.2, 1]]",304.71
266,"[['C', 2.3754967046228224, 0.0941419, 6, 2.55, 12], ['C', 1.3406862706515186, 0.137352, 6, 2.55, 12], ['C', 2.346705095488689, -0.0253828, 6, 2.55, 12], ['C', 2.848161516882465, 0.339607, 6, 2.55, 12], ['O', 2.8204400147711968, -0.245029, 8, 3.44, 16], ['H', 2.5636955022849186, 0.064641, 1, 2.2, 1]]",295.993
267,"[['C', 2.3696655683217753, 0.0780622, 6, 2.55, 12], ['Cl', 2.936575207986927, -0.0805079, 17, 3.16, 35], ['C', 1.3390216016497223, 0.142421, 6, 2.55, 12], ['C', 2.3564917212968775, -0.0121832, 6, 2.55, 12], ['H', 2.6198640813184184, 0.0654313, 1, 2.2, 1]]",300.012
268,"[['C', 2.9570611795343247, -0.0161352, 6, 2.55, 12], ['C', 2.914721931560317, 0.131007, 6, 2.55, 12], ['O', 2.2490090066581607, -0.405717, 8, 3.44, 16], ['C', 1.3515736070908817, 0.575247, 6, 2.55, 12], ['F', 2.1703658638116665, -0.132811, 9, 3.98, 19], ['F', 2.17351320616595, -0.132811, 9, 3.98, 19], ['H', 2.3912348457032016, 0.0655187, 1, 2.2, 1]]",256.44
269,"[['C', 2.962386399698678, -0.0161352, 6, 2.55, 12], ['C', 2.8203491699536016, 0.131007, 6, 2.55, 12], ['O', 2.2474004090877497, -0.405717, 8, 3.44, 16], ['C', 1.347480481296429, 0.575247, 6, 2.55, 12], ['F', 2.1703658638116665, -0.132811, 9, 3.98, 19], ['F', 2.1783640763157797, -0.132811, 9, 3.98, 19], ['H', 2.5768262476053208, 0.0655187, 1, 2.2, 1]]",264.26
270,"[['O', 2.1658939867531295, -0.405717, 8, 3.44, 16], ['C', 1.3296519095419266, 0.575247, 6, 2.55, 12], ['F', 2.17351320616595, -0.132811, 9, 3.98, 19], ['F', 2.1783640763157797, -0.132811, 9, 3.98, 19]]",260.617
271,"[['C', 2.980656330630919, -0.00773257, 6, 2.55, 12], ['C', 2.363776197373831, 0.0582929, 6, 2.55, 12], ['C', 1.3527539836419122, 0.417534, 6, 2.55, 12], ['F', 2.1782684388392943, -0.165901, 9, 3.98, 19], ['F', 2.1699671449942097, -0.165901, 9, 3.98, 19], ['H', 2.8916185393793534, 0.0659679, 1, 2.2, 1]]",254.592
272,"[['C', 2.744865164105694, -0.0491134, 6, 2.55, 12], ['C', 2.3714590690317223, 0.0582929, 6, 2.55, 12], ['C', 1.3468728427649153, 0.417534, 6, 2.55, 12], ['F', 2.1782684388392943, -0.165901, 9, 3.98, 19], ['F', 2.1786882346498917, -0.165901, 9, 3.98, 19], ['H', 2.4016729823192158, 0.0623273, 1, 2.2, 1]]",283.478
273,"[['C', 2.8879547178163274, -0.00773257, 6, 2.55, 12], ['C', 2.3623125209680254, 0.0582929, 6, 2.55, 12], ['C', 1.352919722805901, 0.417534, 6, 2.55, 12], ['F', 2.1699671449942097, -0.165901, 9, 3.98, 19], ['F', 2.1786882346498917, -0.165901, 9, 3.98, 19], ['H', 2.714045137798119, 0.0659679, 1, 2.2, 1]]",259.445
274,"[['C', 2.3754967046228224, 0.0941419, 6, 2.55, 12], ['C', 1.3406862706515186, 0.137352, 6, 2.55, 12], ['C', 2.346705095488689, -0.0253828, 6, 2.55, 12], ['C', 2.848161516882465, 0.339607, 6, 2.55, 12], ['O', 2.8204400147711968, -0.245029, 8, 3.44, 16], ['H', 2.5636955022849186, 0.064641, 1, 2.2, 1]]",295.993
275,"[['C', 2.992889005288959, 0.0294598, 6, 2.55, 12], ['C', 2.3653850863393933, 0.0721805, 6, 2.55, 12], ['C', 1.351845851838886, 0.418296, 6, 2.55, 12], ['F', 2.174793044653072, -0.165876, 9, 3.98, 19], ['F', 2.1748517184577594, -0.165876, 9, 3.98, 19], ['H', 2.497273753593447, 0.0625831, 1, 2.2, 1]]",261.241
276,"[['C', 2.6891119846507587, 0.0352115, 6, 2.55, 12], ['C', 2.3764307492164183, 0.0721805, 6, 2.55, 12], ['C', 1.344663322488953, 0.418296, 6, 2.55, 12], ['F', 2.174793044653072, -0.165876, 9, 3.98, 19], ['F', 2.1741287562151768, -0.165876, 9, 3.98, 19], ['H', 2.346253874444014, 0.0694649, 1, 2.2, 1]]",280.276
277,"[['C', 2.99532599627987, 0.0294598, 6, 2.55, 12], ['C', 2.3641703683915822, 0.0721805, 6, 2.55, 12], ['C', 1.3517256377441664, 0.418296, 6, 2.55, 12], ['F', 2.1748517184577594, -0.165876, 9, 3.98, 19], ['F', 2.1741287562151768, -0.165876, 9, 3.98, 19], ['H', 2.5269182846793767, 0.0625831, 1, 2.2, 1]]",260.78
278,"[['C', 2.803381301190872, -0.0293932, 6, 2.55, 12], ['C', 2.369846312650151, 0.0570713, 6, 2.55, 12], ['C', 1.3523110750774356, 0.41749, 6, 2.55, 12], ['F', 2.1699857134618914, -0.165902, 9, 3.98, 19], ['F', 2.1804401329212735, -0.165902, 9, 3.98, 19], ['H', 2.5208565393090296, 0.0641376, 1, 2.2, 1]]",270.926
279,"[['C', 2.3648123465800976, 0.0570713, 6, 2.55, 12], ['C', 1.353676790264044, 0.41749, 6, 2.55, 12], ['F', 2.1699857134618914, -0.165902, 9, 3.98, 19], ['F', 2.174221325300414, -0.165902, 9, 3.98, 19]]",250.922
280,"[['C', 2.7549594185768616, -0.0383658, 6, 2.55, 12], ['C', 2.370400361774412, 0.0570713, 6, 2.55, 12], ['C', 1.349565102273702, 0.41749, 6, 2.55, 12], ['F', 2.1804401329212735, -0.165902, 9, 3.98, 19], ['F', 2.174221325300414, -0.165902, 9, 3.98, 19], ['H', 2.4417865771252636, 0.0628525, 1, 2.2, 1]]",278.97
281,"[['C', 2.3676450504598487, 0.0570713, 6, 2.55, 12], ['C', 2.8345617187244505, -0.0293932, 6, 2.55, 12], ['C', 1.352877312013283, 0.41749, 6, 2.55, 12], ['F', 2.1798846282670308, -0.165902, 9, 3.98, 19], ['F', 2.169711715276859, -0.165902, 9, 3.98, 19], ['H', 2.588312045796139, 0.0641376, 1, 2.2, 1]]",266.182
282,"[['C', 2.7438084287223967, -0.0383658, 6, 2.55, 12], ['C', 2.37247925911194, 0.0570713, 6, 2.55, 12], ['C', 1.3488746282465607, 0.41749, 6, 2.55, 12], ['F', 2.1798846282670308, -0.165902, 9, 3.98, 19], ['F', 2.1758336412054002, -0.165902, 9, 3.98, 19], ['H', 2.416813733365675, 0.0628525, 1, 2.2, 1]]",281.855
283,"[['C', 2.3643891639366057, 0.0570713, 6, 2.55, 12], ['C', 1.3539836142081583, 0.41749, 6, 2.55, 12], ['F', 2.169711715276859, -0.165902, 9, 3.98, 19], ['F', 2.1758336412054002, -0.165902, 9, 3.98, 19]]",251.903
284,"[['C', 2.3448461362356428, -0.006491, 6, 2.55, 12], ['C', 1.3368447301965711, 0.213221, 6, 2.55, 12], ['N', 2.253981425821094, -0.226795, 7, 3.04, 14], ['H', 2.589019282304402, 0.0662419, 1, 2.2, 1]]",244.183
285,"[['C', 2.958393572399973, -0.0483846, 6, 2.55, 12], ['C', 2.368356024136694, 0.054924, 6, 2.55, 12], ['C', 1.3565357877236788, 0.417422, 6, 2.55, 12], ['F', 2.166869521219732, -0.165903, 9, 3.98, 19], ['F', 2.179269346515726, -0.165903, 9, 3.98, 19], ['H', 2.8270624722257347, 0.0623611, 1, 2.2, 1]]",255.828
286,"[['C', 2.9545351154339676, -0.0483846, 6, 2.55, 12], ['C', 2.3657129171327687, 0.054924, 6, 2.55, 12], ['C', 1.3571020689093038, 0.417422, 6, 2.55, 12], ['F', 2.166869521219732, -0.165903, 9, 3.98, 19], ['F', 2.179574313078179, -0.165903, 9, 3.98, 19], ['H', 2.8283277878739583, 0.0623611, 1, 2.2, 1]]",254.993
287,"[['C', 2.746084805156385, -0.0483846, 6, 2.55, 12], ['C', 2.3703395455563565, 0.054924, 6, 2.55, 12], ['C', 1.3523246456472917, 0.417422, 6, 2.55, 12], ['F', 2.179269346515726, -0.165903, 9, 3.98, 19], ['F', 2.179574313078179, -0.165903, 9, 3.98, 19], ['H', 2.395059653874858, 0.0623611, 1, 2.2, 1]]",284.777
288,"[['C', 2.3599378325729634, 0.158411, 6, 2.55, 12], ['C', 1.3444665683180166, 0.158652, 6, 2.55, 12], ['C', 2.371377261813658, -0.0203974, 6, 2.55, 12], ['F', 2.700948044583709, -0.202483, 9, 3.98, 19], ['H', 2.5938091003720873, 0.0649758, 1, 2.2, 1]]",323.524
289,"[['C', 2.3753370330400614, -0.0233322, 6, 2.55, 12], ['C', 1.3442699285060093, 0.158411, 6, 2.55, 12], ['C', 2.3622368293070934, 0.158652, 6, 2.55, 12], ['F', 2.700948044583709, -0.202474, 9, 3.98, 19], ['H', 2.6077212094235236, 0.0647111, 1, 2.2, 1]]",326.736
290,"[['B', 1.4541407452169137, 0.0, 5, 2.04, 11], ['F', 2.3773407632478776, 0.0, 9, 3.98, 19], ['F', 2.373111072832454, 0.0, 9, 3.98, 19], ['F', 2.3736404857307263, 0.0, 9, 3.98, 19], ['H', 2.8057023820248648, 0.0, 1, 2.2, 1]]",336.39
291,"[['B', 1.4536412132641257, 0.0, 5, 2.04, 11], ['F', 2.3773407632478776, 0.0, 9, 3.98, 19], ['F', 2.371687915768008, 0.0, 9, 3.98, 19], ['F', 2.37224051995155, 0.0, 9, 3.98, 19], ['H', 2.5951067634492424, 0.0, 1, 2.2, 1]]",347.308
292,"[['B', 1.4535048531394725, 0.0, 5, 2.04, 11], ['F', 2.373111072832454, 0.0, 9, 3.98, 19], ['F', 2.371687915768008, 0.0, 9, 3.98, 19], ['F', 2.374189825835331, 0.0, 9, 3.98, 19]]",344.083
293,"[['B', 1.4530739323929802, 0.0, 5, 2.04, 11], ['F', 2.3736404857307263, 0.0, 9, 3.98, 19], ['F', 2.37224051995155, 0.0, 9, 3.98, 19], ['F', 2.374189825835331, 0.0, 9, 3.98, 19], ['H', 2.7521001591693572, 0.0, 1, 2.2, 1]]",351.853
294,"[['C', 2.360765472456978, 0.165582, 6, 2.55, 12], ['N', 2.879308760406699, -0.162367, 7, 3.04, 14], ['C', 1.3465932009879225, 0.435941, 6, 2.55, 12], ['F', 2.1704839114343897, -0.164363, 9, 3.98, 19], ['F', 2.181982286095381, -0.164363, 9, 3.98, 19]]",262.529
295,"[['C', 2.3616228281835667, 0.165582, 6, 2.55, 12], ['N', 2.9807374722909543, -0.162367, 7, 3.04, 14], ['C', 1.3494323821836796, 0.435941, 6, 2.55, 12], ['F', 2.1704839114343897, -0.164363, 9, 3.98, 19], ['F', 2.1790207259881966, -0.164363, 9, 3.98, 19]]",257.354
296,"[['C', 2.8324762096601868, -0.0117918, 6, 2.55, 12], ['C', 2.3373640146543297, 0.165582, 6, 2.55, 12], ['C', 1.351955339760806, 0.435941, 6, 2.55, 12], ['F', 2.181982286095381, -0.164363, 9, 3.98, 19], ['F', 2.1790207259881966, -0.164363, 9, 3.98, 19], ['H', 2.716035844434878, 0.0654024, 1, 2.2, 1]]",276.635
297,"[['C', 2.3662792122946454, 0.05665, 6, 2.55, 12], ['C', 2.7541902494747874, -0.0238423, 6, 2.55, 12], ['C', 1.3476653143383834, 0.417477, 6, 2.55, 12], ['F', 2.1814087194145624, -0.165902, 9, 3.98, 19], ['F', 2.175373434922937, -0.165902, 9, 3.98, 19], ['H', 2.4514657521976067, 0.0642411, 1, 2.2, 1]]",277.937
298,"[['C', 2.80010252369782, -0.0500058, 6, 2.55, 12], ['C', 2.3615226023153673, 0.05665, 6, 2.55, 12], ['C', 1.3501135319094706, 0.417477, 6, 2.55, 12], ['F', 2.1814087194145624, -0.165902, 9, 3.98, 19], ['F', 2.172460546979617, -0.165902, 9, 3.98, 19], ['H', 2.5196827753352364, 0.0623053, 1, 2.2, 1]]",269.861
299,"[['C', 2.361694021218119, 0.05665, 6, 2.55, 12], ['C', 1.3507491890956678, 0.417477, 6, 2.55, 12], ['F', 2.175373434922937, -0.165902, 9, 3.98, 19], ['F', 2.172460546979617, -0.165902, 9, 3.98, 19]]",250.064
300,"[['C', 2.3790737074722363, 0.135075, 6, 2.55, 12], ['C', 1.3348501153061303, 0.140897, 6, 2.55, 12], ['C', 2.3199938441474353, -0.025396, 6, 2.55, 12], ['C', 2.8372255915959963, 0.343183, 6, 2.55, 12], ['O', 2.607846130009837, -0.244895, 8, 3.44, 16], ['H', 2.521289270903288, 0.0646357, 1, 2.2, 1]]",283.62
301,"[['C', 2.356319042118917, -0.0257895, 6, 2.55, 12], ['C', 1.3447406851825126, 0.123441, 6, 2.55, 12], ['C', 2.3582428971131377, -0.0257895, 6, 2.55, 12], ['H', 2.5875914600655214, 0.06463, 1, 2.2, 1], ['H', 2.589219141150738, 0.06463, 1, 2.2, 1]]",285.48
302,"[['C', 2.361694021654551, 0.0556775, 6, 2.55, 12], ['C', 2.9800241242003946, -0.0444647, 6, 2.55, 12], ['C', 1.352726589097482, 0.417442, 6, 2.55, 12], ['F', 2.177383789800562, -0.165902, 9, 3.98, 19], ['F', 2.1711165675582387, -0.165902, 9, 3.98, 19], ['H', 2.8812901500057313, 0.062657, 1, 2.2, 1]]",254.781
303,"[['C', 2.734047982502613, -0.0384635, 6, 2.55, 12], ['C', 2.373363912639085, 0.0556775, 6, 2.55, 12], ['C', 1.3486292145101986, 0.417442, 6, 2.55, 12], ['F', 2.177383789800562, -0.165902, 9, 3.98, 19], ['F', 2.1791803031317087, -0.165902, 9, 3.98, 19], ['H', 2.3875593930574146, 0.0628513, 1, 2.2, 1]]",284.138
304,"[['C', 2.3609432917730326, 0.0556775, 6, 2.55, 12], ['C', 2.903560612242797, -0.0444647, 6, 2.55, 12], ['C', 1.3527448428752553, 0.417442, 6, 2.55, 12], ['F', 2.1711165675582387, -0.165902, 9, 3.98, 19], ['F', 2.1791803031317087, -0.165902, 9, 3.98, 19], ['H', 2.7287110477515397, 0.062657, 1, 2.2, 1]]",259.425
