,neighbors,chemical_shift
675,"[['C', 1.3545466368787886, 0.417421, 6, 2.55, 12]]",253.593
676,"[['C', 1.3504116385023706, 0.417421, 6, 2.55, 12]]",284.052
677,"[['C', 1.3531511412539354, 0.417421, 6, 2.55, 12]]",260.39
678,"[['C', 1.365533167810216, 0.15567, 6, 2.55, 12], ['H', 1.816547522848074, 0.295458, 1, 2.2, 1]]",317.899
679,"[['C', 1.3431647455923108, 0.41824, 6, 2.55, 12]]",252.372
680,"[['C', 1.3583819781527373, 0.41824, 6, 2.55, 12]]",274.652
681,"[['C', 1.3474919644138972, 0.41824, 6, 2.55, 12]]",264.603
682,"[['C', 1.3501494822524087, 0.417508, 6, 2.55, 12]]",253.976
683,"[['C', 1.349654942113503, 0.417508, 6, 2.55, 12]]",259.111
684,"[['C', 1.3455532068753275, 0.417508, 6, 2.55, 12]]",283.269
685,"[['C', 1.3486466936247692, 0.41744, 6, 2.55, 12]]",279.186
686,"[['C', 1.3530606428690695, 0.41744, 6, 2.55, 12]]",269.427
687,"[['C', 1.3532782549646145, 0.41744, 6, 2.55, 12]]",250.768
688,"[['C', 1.3308151721779338, 0.455408, 6, 2.55, 12]]",284.936
689,"[['C', 1.352485912967005, 0.455408, 6, 2.55, 12]]",265.137
690,"[['C', 1.3515748709884892, 0.455408, 6, 2.55, 12]]",265.024
691,"[['C', 1.3377379727566778, 0.213937, 6, 2.55, 12]]",254.224
692,"[['C', 1.3504000677507602, 0.418834, 6, 2.55, 12]]",259.739
693,"[['C', 1.345447157561875, 0.418834, 6, 2.55, 12]]",281.009
694,"[['C', 1.3504831100599706, 0.418834, 6, 2.55, 12]]",252.973
695,"[['C', 1.3488785670169712, 0.42008, 6, 2.55, 12]]",258.155
696,"[['C', 1.3488862984577383, 0.42008, 6, 2.55, 12]]",257.791
697,"[['C', 1.3494063300703294, 0.42008, 6, 2.55, 12]]",278.254
698,"[['C', 1.3635248286485688, 0.148956, 6, 2.55, 12], ['H', 1.8284164880454803, 0.295409, 1, 2.2, 1]]",312.802
699,"[['C', 1.3694287463418946, 0.137336, 6, 2.55, 12], ['H', 1.8128743640110394, 0.295409, 1, 2.2, 1]]",313.749
700,"[['C', 1.3462164690106448, 0.0, 6, 2.55, 12]]",281.556
701,"[['C', 1.331853636789483, 0.227265, 6, 2.55, 12]]",245.272
702,"[['C', 1.3694287463418946, 0.137336, 6, 2.55, 12], ['H', 1.8128743640110394, 0.295409, 1, 2.2, 1]]",313.749
703,"[['C', 1.356846914025473, 0.174915, 6, 2.55, 12]]",337.445
704,"[['C', 1.3559899106797457, 0.145105, 6, 2.55, 12]]",319.365
705,"[['C', 1.3648344863744408, 0.389283, 6, 2.55, 12]]",279.409
706,"[['C', 1.340866624702135, 0.389283, 6, 2.55, 12]]",287.933
707,"[['C', 1.3377379727566778, 0.213937, 6, 2.55, 12]]",254.224
708,"[['C', 1.3278120438589924, 0.575247, 6, 2.55, 12]]",260.525
709,"[['C', 1.3451464057398377, 0.575247, 6, 2.55, 12]]",261.025
710,"[['C', 1.3449183221196814, 0.575247, 6, 2.55, 12]]",260.399
711,"[['C', 1.3475953875589686, 0.138139, 6, 2.55, 12]]",295.259
712,"[['C', 1.3490535147946698, 0.417508, 6, 2.55, 12]]",250.57
713,"[['C', 1.3487123189526093, 0.417508, 6, 2.55, 12]]",275.456
714,"[['C', 1.3478537001775925, 0.417508, 6, 2.55, 12]]",270.712
715,"[['C', 1.365533167810216, 0.15567, 6, 2.55, 12], ['H', 1.816547522848074, 0.295458, 1, 2.2, 1]]",317.899
716,"[['C', 1.3485963700061752, 0.418664, 6, 2.55, 12]]",260.421
717,"[['C', 1.347940637148489, 0.418664, 6, 2.55, 12]]",261.012
718,"[['C', 1.3520652380512483, 0.418664, 6, 2.55, 12]]",282.263
719,"[['C', 1.3512818917667508, 0.417421, 6, 2.55, 12]]",270.738
720,"[['C', 1.3516226480555975, 0.417421, 6, 2.55, 12]]",277.459
721,"[['C', 1.3532530903802567, 0.417421, 6, 2.55, 12]]",250.836
722,"[['C', 1.3488778033656992, 0.124083, 6, 2.55, 12]]",299.918
723,"[['C', 1.348247858872788, 0.418819, 6, 2.55, 12]]",264.436
724,"[['C', 1.34922387198182, 0.418819, 6, 2.55, 12]]",264.052
725,"[['C', 1.3540871793762077, 0.418819, 6, 2.55, 12]]",278.381
726,"[['C', 1.3468313125686944, 0.41883, 6, 2.55, 12]]",263.904
727,"[['C', 1.3465655718342235, 0.41883, 6, 2.55, 12]]",264.805
728,"[['C', 1.3487351583398979, 0.41883, 6, 2.55, 12]]",276.533
729,"[['C', 1.346342317293255, 0.126254, 6, 2.55, 12]]",295.75
730,"[['C', 1.3476921433764972, 0.152172, 6, 2.55, 12]]",306.11
731,"[['C', 1.3470888097830767, 0.123441, 6, 2.55, 12]]",289.035
732,"[['C', 1.3524340038147757, 0.124089, 6, 2.55, 12]]",306.831
733,"[['C', 1.3441382504817534, 0.436776, 6, 2.55, 12]]",262.594
734,"[['C', 1.3442207572420701, 0.436776, 6, 2.55, 12]]",262.504
735,"[['C', 1.346504119322407, 0.436776, 6, 2.55, 12]]",278.881
736,"[['C', 1.331996410459174, 0.159024, 6, 2.55, 12]]",295.137
737,"[['C', 1.3318866527106474, 0.159024, 6, 2.55, 12]]",295.155
738,"[['C', 1.3390056889512774, 0.128979, 6, 2.55, 12]]",281.47
739,"[['C', 1.3327222901526052, 0.175176, 6, 2.55, 12]]",313.18
740,"[['C', 1.336115926403993, 0.194147, 6, 2.55, 12]]",345.012
741,"[['C', 1.3380438380827226, 0.161305, 6, 2.55, 12]]",311.007
742,"[['C', 1.3549680324762046, 0.417478, 6, 2.55, 12]]",254.242
743,"[['C', 1.3508380584711401, 0.417478, 6, 2.55, 12]]",283.087
744,"[['C', 1.3559017639899993, 0.417478, 6, 2.55, 12]]",261.097
745,"[['C', 1.3532133065003573, 0.417478, 6, 2.55, 12]]",255.942
746,"[['C', 1.353164855771358, 0.417478, 6, 2.55, 12]]",256.315
747,"[['C', 1.3511688245540323, 0.417478, 6, 2.55, 12]]",284.854
748,"[['C', 1.347533599378784, 0.12342, 6, 2.55, 12]]",296.205
749,"[['C', 1.3376374684045478, 0.21437, 6, 2.55, 12]]",247.359
750,"[['C', 1.3372290234304571, 0.434102, 6, 2.55, 12]]",282.813
751,"[['C', 1.3544448100791486, 0.434102, 6, 2.55, 12]]",278.682
752,"[['C', 1.3548523331099864, 0.434102, 6, 2.55, 12]]",276.801
753,"[['C', 1.3565357877236788, 0.417422, 6, 2.55, 12]]",255.828
754,"[['C', 1.3571020689093038, 0.417422, 6, 2.55, 12]]",254.993
755,"[['C', 1.3523246456472917, 0.417422, 6, 2.55, 12]]",284.777
756,"[['C', 1.347412364745612, 0.123673, 6, 2.55, 12]]",292.389
757,"[['C', 1.3485855798644917, 0.417508, 6, 2.55, 12]]",275.098
758,"[['C', 1.3501925696214307, 0.417508, 6, 2.55, 12]]",249.655
759,"[['C', 1.3468544571992769, 0.417508, 6, 2.55, 12]]",273.363
760,"[['C', 1.350101575781142, 0.418857, 6, 2.55, 12]]",275.466
761,"[['C', 1.352229283281388, 0.418857, 6, 2.55, 12]]",249.033
762,"[['C', 1.3525653129544974, 0.418857, 6, 2.55, 12]]",270.854
763,"[['C', 1.3469950689400543, 0.126379, 6, 2.55, 12]]",292.902
764,"[['C', 1.3477085115362173, 0.126379, 6, 2.55, 12]]",294.234
765,"[['C', 1.3505237246487765, 0.417421, 6, 2.55, 12]]",276.38
766,"[['C', 1.3498374307498766, 0.417421, 6, 2.55, 12]]",273.126
767,"[['C', 1.3526725602234877, 0.417421, 6, 2.55, 12]]",249.733
768,"[['C', 1.341787419981457, 0.142275, 6, 2.55, 12]]",313.401
769,"[['C', 1.3442295854832, 0.213432, 6, 2.55, 12]]",255.008
770,"[['C', 1.3442992549430062, 0.213197, 6, 2.55, 12]]",257.773
771,"[['C', 1.3521351381493485, 0.131344, 6, 2.55, 12]]",302.1
772,"[['C', 1.343175078862772, 0.213181, 6, 2.55, 12]]",252.218
773,"[['C', 1.3529711341016093, 0.417534, 6, 2.55, 12]]",257.58
774,"[['C', 1.3464829344406488, 0.417534, 6, 2.55, 12]]",284.122
775,"[['C', 1.3528619406328053, 0.417534, 6, 2.55, 12]]",255.732
776,"[['C', 1.3617032311331159, 0.143909, 6, 2.55, 12]]",329.686
777,"[['C', 1.3406862706515186, 0.137352, 6, 2.55, 12]]",295.993
778,"[['C', 1.3442072558055431, 0.213432, 6, 2.55, 12]]",255.016
779,"[['C', 1.3456027784780416, 0.124023, 6, 2.55, 12]]",297.753
780,"[['C', 1.3474628630932848, 0.418849, 6, 2.55, 12]]",264.637
781,"[['C', 1.347725855501112, 0.418849, 6, 2.55, 12]]",264.171
782,"[['C', 1.3517119786054423, 0.418849, 6, 2.55, 12]]",277.346
783,"[['C', 1.3433122151384, 0.123441, 6, 2.55, 12]]",282.325
784,"[['C', 1.3517941192204037, 0.575247, 6, 2.55, 12]]",253.883
785,"[['C', 1.3314053529536138, 0.575247, 6, 2.55, 12]]",260.205
786,"[['C', 1.345006295580495, 0.575247, 6, 2.55, 12]]",264.83
787,"[['C', 1.344455740594515, 0.128154, 6, 2.55, 12]]",291.186
788,"[['C', 1.3445251888968979, 0.128154, 6, 2.55, 12]]",291.452
789,"[['C', 1.3496631942642325, 0.43596, 6, 2.55, 12]]",257.646
790,"[['C', 1.3473309142745364, 0.43596, 6, 2.55, 12]]",263.883
791,"[['C', 1.3528167972699772, 0.43596, 6, 2.55, 12]]",276.184
792,"[['C', 1.3542369723723984, 0.433673, 6, 2.55, 12]]",256.342
793,"[['C', 1.3440310711348198, 0.433673, 6, 2.55, 12]]",277.392
794,"[['C', 1.3543542395178731, 0.433673, 6, 2.55, 12]]",257.802
795,"[['C', 1.3572560945353056, 0.145305, 6, 2.55, 12]]",334.503
796,"[['C', 1.3421769608644145, 0.142599, 6, 2.55, 12]]",293.351
797,"[['C', 1.3476680754403343, 0.123673, 6, 2.55, 12]]",292.629
798,"[['C', 1.429585014118841, 0.114508, 6, 2.55, 12], ['H', 1.855617359290754, 0.1454, 1, 2.2, 1]]",360.037
799,"[['C', 1.3504571607699123, 0.417429, 6, 2.55, 12]]",272.138
800,"[['C', 1.350245709937846, 0.417429, 6, 2.55, 12]]",279.026
801,"[['C', 1.3533154882304164, 0.417429, 6, 2.55, 12]]",248.937
802,"[['C', 1.3473771776825354, 0.12342, 6, 2.55, 12]]",296.646
803,"[['C', 1.3377379727566778, 0.213937, 6, 2.55, 12]]",254.224
804,"[['C', 1.353791616016373, 0.417478, 6, 2.55, 12]]",266.578
805,"[['C', 1.3530184130353837, 0.417478, 6, 2.55, 12]]",282.547
806,"[['C', 1.3558946817348232, 0.417478, 6, 2.55, 12]]",251.943
807,"[['C', 1.3399164242214938, 0.171983, 6, 2.55, 12]]",323.733
808,"[['C', 1.3371100962119025, 0.19699, 6, 2.55, 12]]",353.006
809,"[['C', 1.3341008112938362, 0.199096, 6, 2.55, 12]]",340.599
810,"[['C', 1.3368238824247958, 0.19699, 6, 2.55, 12]]",352.551
811,"[['C', 1.3385827920801745, 0.171983, 6, 2.55, 12]]",321.693
812,"[['C', 1.3399146462611145, 0.171978, 6, 2.55, 12]]",323.329
813,"[['C', 1.3373114764669065, 0.19699, 6, 2.55, 12]]",352.961
814,"[['C', 1.3344437453667701, 0.199096, 6, 2.55, 12]]",341.329
815,"[['C', 1.3373298630157506, 0.19699, 6, 2.55, 12]]",352.952
816,"[['C', 1.33966181468776, 0.171978, 6, 2.55, 12]]",323.511
817,"[['C', 1.3373221801997413, 0.171978, 6, 2.55, 12]]",328.503
818,"[['C', 1.3377161064839553, 0.19699, 6, 2.55, 12]]",353.287
819,"[['C', 1.3342957658329149, 0.199096, 6, 2.55, 12]]",339.199
820,"[['C', 1.3380981398232188, 0.19699, 6, 2.55, 12]]",354.465
821,"[['C', 1.3394286577489127, 0.171978, 6, 2.55, 12]]",335.349
822,"[['C', 1.3402316547385176, 0.171984, 6, 2.55, 12]]",334.053
823,"[['C', 1.3379660546667722, 0.19699, 6, 2.55, 12]]",354.118
824,"[['C', 1.3340389614797221, 0.199096, 6, 2.55, 12]]",339.588
825,"[['C', 1.3370948456933573, 0.19699, 6, 2.55, 12]]",352.766
826,"[['C', 1.3379729227557828, 0.171984, 6, 2.55, 12]]",329.234
827,"[['C', 1.3327222901526052, 0.175176, 6, 2.55, 12]]",313.18
828,"[['C', 1.336115926403993, 0.194147, 6, 2.55, 12]]",345.012
829,"[['C', 1.3380438380827226, 0.161305, 6, 2.55, 12]]",311.007
830,"[['C', 1.3481212218738008, 0.435975, 6, 2.55, 12]]",260.504
831,"[['C', 1.3526326643619826, 0.435975, 6, 2.55, 12]]",277.71
832,"[['C', 1.3484057131015952, 0.435975, 6, 2.55, 12]]",259.917
833,"[['C', 1.3575705802436464, 0.134196, 6, 2.55, 12]]",304.491
834,"[['C', 1.3479854624668053, 0.134196, 6, 2.55, 12]]",297.552
835,"[['C', 1.3444930411351586, 0.128858, 6, 2.55, 12]]",292.596
836,"[['C', 1.3411274672371132, 0.159217, 6, 2.55, 12]]",318.972
837,"[['C', 1.334674220763754, 0.17231, 6, 2.55, 12]]",318.613
838,"[['C', 1.3448041170080252, 0.126138, 6, 2.55, 12]]",292.166
839,"[['C', 1.3690599752377608, 0.129794, 6, 2.55, 12], ['H', 1.943493973116992, 0.295061, 1, 2.2, 1]]",308.67
840,"[['C', 1.3667775758058296, 0.137424, 6, 2.55, 12], ['H', 1.8188160121023416, 0.295409, 1, 2.2, 1]]",317.117
841,"[['C', 1.3520980661149435, 0.434233, 6, 2.55, 12]]",255.15
842,"[['C', 1.3525410421783206, 0.434233, 6, 2.55, 12]]",263.239
843,"[['C', 1.33717402417599, 0.434233, 6, 2.55, 12]]",285.813
844,"[['C', 1.3517680735966902, 0.125382, 6, 2.55, 12]]",303.819
845,"[['C', 1.3523918159557513, 0.41744, 6, 2.55, 12]]",256.011
846,"[['C', 1.3505017022595784, 0.41744, 6, 2.55, 12]]",283.993
847,"[['C', 1.3524505902694135, 0.41744, 6, 2.55, 12]]",255.99
848,"[['C', 1.3550453641661013, 0.434102, 6, 2.55, 12]]",276.889
849,"[['C', 1.3372519081940795, 0.434102, 6, 2.55, 12]]",283.043
850,"[['C', 1.3543941640431598, 0.434102, 6, 2.55, 12]]",278.791
851,"[['C', 1.349480405905248, 0.417508, 6, 2.55, 12]]",259.517
852,"[['C', 1.3502587313400076, 0.417508, 6, 2.55, 12]]",253.94
853,"[['C', 1.3456408325924871, 0.417508, 6, 2.55, 12]]",283.036
854,"[['C', 1.3471737034790516, 0.125437, 6, 2.55, 12]]",294.293
855,"[['C', 1.3365225848080993, 0.163108, 6, 2.55, 12]]",313.622
856,"[['C', 1.3316393074593627, 0.193444, 6, 2.55, 12]]",335.251
857,"[['C', 1.3365056299592495, 0.163108, 6, 2.55, 12]]",313.481
858,"[['C', 1.3509352086771158, 0.417422, 6, 2.55, 12]]",250.215
859,"[['C', 1.3496837986380443, 0.417422, 6, 2.55, 12]]",266.749
860,"[['C', 1.3480674141566646, 0.417422, 6, 2.55, 12]]",281.198
861,"[['C', 1.3487108711346338, 0.417554, 6, 2.55, 12]]",256.323
862,"[['C', 1.3461030947483263, 0.417554, 6, 2.55, 12]]",283.019
863,"[['C', 1.3486322247738598, 0.417554, 6, 2.55, 12]]",256.232
864,"[['C', 1.3633622341541314, 0.139497, 6, 2.55, 12], ['H', 1.827513549598507, 0.295409, 1, 2.2, 1]]",310.346
865,"[['C', 1.355692920174231, 0.145105, 6, 2.55, 12]]",319.866
866,"[['C', 1.3476092343754722, 0.126947, 6, 2.55, 12]]",295.714
867,"[['P', 1.6326029756692606, 0.623462, 15, 2.19, 31]]",253.584
868,"[['P', 1.6912163503693123, 0.623462, 15, 2.19, 31]]",245.827
869,"[['P', 1.6350724848174407, 0.623462, 15, 2.19, 31]]",248.352
870,"[['P', 1.6106447541936069, 0.623462, 15, 2.19, 31]]",259.872
871,"[['P', 1.6493753748945879, 0.623462, 15, 2.19, 31]]",250.798
872,"[['P', 1.6277192342271691, 0.623462, 15, 2.19, 31]]",253.499
873,"[['C', 1.373174391505354, 0.127077, 6, 2.55, 12], ['H', 1.9332034946960606, 0.295061, 1, 2.2, 1]]",312.757
874,"[['C', 1.3389687423872105, 0.213696, 6, 2.55, 12]]",249.349
875,"[['C', 1.3453687051248606, 0.434307, 6, 2.55, 12]]",263.848
876,"[['C', 1.352936051001391, 0.434307, 6, 2.55, 12]]",283.671
877,"[['C', 1.3457583940294375, 0.434307, 6, 2.55, 12]]",263.426
878,"[['C', 1.3389687423872105, 0.213696, 6, 2.55, 12]]",249.349
879,"[['C', 1.3453687051248606, 0.434307, 6, 2.55, 12]]",263.848
880,"[['C', 1.352936051001391, 0.434307, 6, 2.55, 12]]",283.671
881,"[['C', 1.3457583940294375, 0.434307, 6, 2.55, 12]]",263.426
882,"[['C', 1.3754269661381404, 0.145301, 6, 2.55, 12], ['H', 1.987612640940344, 0.1454, 1, 2.2, 1]]",327.48
883,"[['C', 1.3432679057418158, 0.123441, 6, 2.55, 12]]",282.345
884,"[['C', 1.349417379671616, 0.123738, 6, 2.55, 12]]",300.285
885,"[['C', 1.337983042686983, 0.213965, 6, 2.55, 12]]",249.198
886,"[['C', 1.344242906726102, 0.12639, 6, 2.55, 12]]",288.13
887,"[['C', 1.3444536720857656, 0.12639, 6, 2.55, 12]]",288.473
888,"[['C', 1.343745962679944, 0.575247, 6, 2.55, 12]]",264.661
889,"[['C', 1.3308687029428334, 0.575247, 6, 2.55, 12]]",259.781
890,"[['C', 1.3510082131863344, 0.575247, 6, 2.55, 12]]",252.236
891,"[['C', 1.3402504143929506, 0.162039, 6, 2.55, 12]]",318.128
892,"[['C', 1.3345024276473363, 0.193368, 6, 2.55, 12]]",340.267
893,"[['C', 1.3389705824149616, 0.162039, 6, 2.55, 12]]",315.903
894,"[['C', 1.3475666318378514, 0.123673, 6, 2.55, 12]]",292.533
895,"[['C', 1.3522658670372967, 0.417486, 6, 2.55, 12]]",256.099
896,"[['C', 1.3487177213487338, 0.417486, 6, 2.55, 12]]",284.707
897,"[['C', 1.3521144953082789, 0.417486, 6, 2.55, 12]]",256.708
898,"[['C', 1.358361615532799, 0.433273, 6, 2.55, 12]]",265.804
899,"[['C', 1.339307318399656, 0.433273, 6, 2.55, 12]]",260.54
900,"[['C', 1.3452818265243953, 0.433273, 6, 2.55, 12]]",272.873
901,"[['C', 1.3486181096375283, 0.41743, 6, 2.55, 12]]",280.081
902,"[['C', 1.353726700055946, 0.41743, 6, 2.55, 12]]",266.24
903,"[['C', 1.353454176839844, 0.41743, 6, 2.55, 12]]",251.972
904,"[['C', 1.3526424057300932, 0.125382, 6, 2.55, 12]]",304.415
905,"[['C', 1.3402320182941037, 0.589144, 6, 2.55, 12]]",247.184
906,"[['C', 1.3394993894525258, 0.589144, 6, 2.55, 12]]",249.052
907,"[['C', 1.339436539964457, 0.160737, 6, 2.55, 12]]",325.782
908,"[['C', 1.3344636660013138, 0.161251, 6, 2.55, 12]]",304.72
909,"[['C', 1.3312368177563656, 0.156347, 6, 2.55, 12]]",297.236
910,"[['C', 1.340546837265236, 0.213266, 6, 2.55, 12]]",255.845
911,"[['C', 1.3411274672371132, 0.159217, 6, 2.55, 12]]",318.972
912,"[['C', 1.334674220763754, 0.17231, 6, 2.55, 12]]",318.613
913,"[['C', 1.346882522258723, 0.123422, 6, 2.55, 12]]",292.845
914,"[['C', 1.3491718033783082, 0.420795, 6, 2.55, 12]]",262.185
915,"[['C', 1.3555416695470481, 0.420795, 6, 2.55, 12]]",279.282
916,"[['C', 1.3486242857666693, 0.420795, 6, 2.55, 12]]",262.694
917,"[['C', 1.3616380182383665, 0.131479, 6, 2.55, 12]]",307.246
918,"[['C', 1.3507829469901889, 0.131479, 6, 2.55, 12]]",300.354
919,"[['C', 1.3549940643883605, 0.126566, 6, 2.55, 12]]",299.404
920,"[['C', 1.3402820598187604, 0.419568, 6, 2.55, 12]]",253.613
921,"[['C', 1.3440053682157844, 0.419568, 6, 2.55, 12]]",263.869
922,"[['C', 1.3548658312538682, 0.419568, 6, 2.55, 12]]",270.116
923,"[['C', 1.354463233670775, 0.419105, 6, 2.55, 12]]",260.313
924,"[['C', 1.3695748590186718, 0.419105, 6, 2.55, 12]]",266.546
925,"[['C', 1.3473061592370186, 0.419105, 6, 2.55, 12]]",279.225
926,"[['C', 1.339353508795376, 0.431073, 6, 2.55, 12]]",275.494
927,"[['C', 1.3450418998872442, 0.431073, 6, 2.55, 12]]",276.777
928,"[['C', 1.357128796717078, 0.431073, 6, 2.55, 12]]",279.261
929,"[['C', 1.3464923756211478, 0.431073, 6, 2.55, 12]]",276.389
930,"[['C', 1.3396169168793495, 0.431073, 6, 2.55, 12]]",274.854
931,"[['C', 1.3561871804712893, 0.431073, 6, 2.55, 12]]",278.511
932,"[['C', 1.3416635911283519, 0.447649, 6, 2.55, 12]]",249.308
933,"[['C', 1.347093785022385, 0.447649, 6, 2.55, 12]]",235.964
934,"[['C', 1.342068313136969, 0.447649, 6, 2.55, 12]]",232.017
935,"[['C', 1.370797485140886, 0.123518, 6, 2.55, 12], ['H', 1.9473450917488937, 0.1454, 1, 2.2, 1]]",319.993
936,"[['C', 1.3495663974864252, 0.418781, 6, 2.55, 12]]",277.25
937,"[['C', 1.3486014676111044, 0.418781, 6, 2.55, 12]]",263.674
938,"[['C', 1.3480022053337524, 0.418781, 6, 2.55, 12]]",264.878
939,"[['C', 1.3432742277798748, 0.125251, 6, 2.55, 12]]",290.253
940,"[['C', 1.3527921567312655, 0.12539, 6, 2.55, 12]]",299.814
941,"[['C', 1.3443934339094261, 0.123477, 6, 2.55, 12]]",285.526
942,"[['C', 1.3471747687478777, 0.123421, 6, 2.55, 12]]",293.928
943,"[['P', 1.5939128957132596, 0.593061, 15, 2.19, 31]]",235.54
944,"[['P', 1.566107351688878, 0.593061, 15, 2.19, 31]]",244.493
945,"[['P', 1.601564828299183, 0.593061, 15, 2.19, 31]]",235.709
946,"[['P', 1.5701875926407833, 0.593061, 15, 2.19, 31]]",244.273
947,"[['Cl', 1.9332286376964274, -0.0785818, 17, 3.16, 35]]",29.976
948,"[['P', 1.5750568643303606, 0.593061, 15, 2.19, 31]]",245.282
949,"[['C', 1.349777461066188, 0.123439, 6, 2.55, 12]]",298.346
950,"[['C', 1.3443934339094261, 0.123477, 6, 2.55, 12]]",285.526
951,"[['C', 1.3424741453250555, 0.126342, 6, 2.55, 12]]",291.661
952,"[['C', 1.348247858872788, 0.418819, 6, 2.55, 12]]",264.436
953,"[['C', 1.34922387198182, 0.418819, 6, 2.55, 12]]",264.052
954,"[['C', 1.3540871793762077, 0.418819, 6, 2.55, 12]]",278.381
955,"[['C', 1.3464563664034879, 0.124181, 6, 2.55, 12]]",293.241
956,"[['C', 1.3490413285267888, 0.131602, 6, 2.55, 12]]",300.572
957,"[['C', 1.361872850588779, 0.403337, 6, 2.55, 12]]",273.218
958,"[['C', 1.3441768254118212, 0.403337, 6, 2.55, 12]]",277.733
959,"[['C', 1.3384615527663217, 0.403337, 6, 2.55, 12]]",273.516
960,"[['C', 1.345973456665752, 0.123441, 6, 2.55, 12]]",287.116
961,"[['C', 1.3544410477626219, 0.417429, 6, 2.55, 12]]",256.458
962,"[['C', 1.3506702254922167, 0.417429, 6, 2.55, 12]]",284.842
963,"[['C', 1.3540180557932862, 0.417429, 6, 2.55, 12]]",256.874
964,"[['C', 1.3410807191694407, 0.419224, 6, 2.55, 12]]",249.267
965,"[['C', 1.3523554737531849, 0.419224, 6, 2.55, 12]]",271.651
966,"[['C', 1.357561500063235, 0.419224, 6, 2.55, 12]]",265.694
967,"[['C', 1.3480975907586694, 0.123661, 6, 2.55, 12]]",293.045
968,"[['C', 1.3360641039973657, 0.15931, 6, 2.55, 12]]",311.717
969,"[['C', 1.3365764201473647, 0.160598, 6, 2.55, 12]]",314.614
970,"[['C', 1.355683773831263, 0.420795, 6, 2.55, 12]]",279.187
971,"[['C', 1.3493165102706823, 0.420795, 6, 2.55, 12]]",262.32
972,"[['C', 1.3487971627696573, 0.420795, 6, 2.55, 12]]",262.334
973,"[['C', 1.3351671035994572, 0.156308, 6, 2.55, 12]]",298.896
974,"[['C', 1.335157327232612, 0.156308, 6, 2.55, 12]]",298.894
975,"[['C', 1.3514532903030507, 0.12342, 6, 2.55, 12]]",301.32
976,"[['C', 1.3543535594528695, 0.41743, 6, 2.55, 12]]",251.235
977,"[['C', 1.352587250678169, 0.41743, 6, 2.55, 12]]",268.672
978,"[['C', 1.353042057327829, 0.41743, 6, 2.55, 12]]",278.923
979,"[['C', 1.3460861382835543, 0.134065, 6, 2.55, 12]]",289.372
980,"[['C', 1.3333219607724454, 0.140138, 6, 2.55, 12]]",282.676
981,"[['C', 1.3665131575714127, 0.140138, 6, 2.55, 12], ['H', 1.7799376652047822, 0.29541, 1, 2.2, 1]]",309.987
982,"[['C', 1.3328407623600589, 0.491533, 6, 2.55, 12]]",280.741
983,"[['C', 1.34463005934984, 0.491533, 6, 2.55, 12]]",271.132
984,"[['C', 1.3429511929064748, 0.491533, 6, 2.55, 12]]",273.769
985,"[['C', 1.3506060548876262, 0.420768, 6, 2.55, 12]]",262.11
986,"[['C', 1.3546388341144489, 0.420768, 6, 2.55, 12]]",279.304
987,"[['C', 1.3507872928712583, 0.420768, 6, 2.55, 12]]",262.312
988,"[['C', 1.3554231586524441, 0.143985, 6, 2.55, 12]]",320.112
989,"[['C', 1.3534766836666425, 0.417429, 6, 2.55, 12]]",249.659
990,"[['C', 1.351194823618819, 0.417429, 6, 2.55, 12]]",274.852
991,"[['C', 1.3497531332502868, 0.417429, 6, 2.55, 12]]",275.246
992,"[['C', 1.352733160925017, 0.127066, 6, 2.55, 12]]",303.571
993,"[['C', 1.3462243403593137, 0.127635, 6, 2.55, 12]]",292.476
994,"[['C', 1.347828330569008, 0.124058, 6, 2.55, 12]]",295.692
995,"[['C', 1.3492263984410018, 0.418783, 6, 2.55, 12]]",277.008
996,"[['C', 1.3475769300404654, 0.418783, 6, 2.55, 12]]",265.074
997,"[['C', 1.3483303538439997, 0.418783, 6, 2.55, 12]]",263.852
998,"[['C', 1.3500204196879573, 0.126329, 6, 2.55, 12]]",295.908
999,"[['C', 1.3449111306702475, 0.123444, 6, 2.55, 12]]",287.605
1000,"[['C', 1.3519900953918929, 0.418782, 6, 2.55, 12]]",276.096
1001,"[['C', 1.3478320770917946, 0.418782, 6, 2.55, 12]]",263.942
1002,"[['C', 1.3481564089519689, 0.418782, 6, 2.55, 12]]",263.56
1003,"[['C', 1.3449111306702475, 0.123444, 6, 2.55, 12]]",287.605
1004,"[['C', 1.425620598111686, 0.209195, 6, 2.55, 12], ['H', 1.8629358329999632, 0.295154, 1, 2.2, 1]]",340.712
1005,"[['C', 1.347828330569008, 0.124058, 6, 2.55, 12]]",295.692
1006,"[['C', 1.347909989415867, 0.418781, 6, 2.55, 12]]",264.907
1007,"[['C', 1.349551576161891, 0.418781, 6, 2.55, 12]]",277.196
1008,"[['C', 1.3484498645704504, 0.418781, 6, 2.55, 12]]",263.872
1009,"[['C', 1.3516708010895508, 0.417528, 6, 2.55, 12]]",250.114
1010,"[['C', 1.350413657563887, 0.417528, 6, 2.55, 12]]",277.273
1011,"[['C', 1.3475866235065366, 0.417528, 6, 2.55, 12]]",272.053
1012,"[['C', 1.3445984398148187, 0.124713, 6, 2.55, 12]]",293.397
1013,"[['C', 1.3523341302423595, 0.126608, 6, 2.55, 12]]",296.54
1014,"[['C', 1.349738271550734, 0.0, 6, 2.55, 12]]",285.887
