,neighbors,chemical_shift
17,"[['C', 2.3637747118206276, 0.245678, 6, 2.55, 12], ['O', 3.544760156156014, -0.376203, 8, 3.44, 16], ['C', 2.8947585022937528, 0.423921, 6, 2.55, 12], ['F', 4.168247954835903, -0.167571, 9, 3.98, 19], ['F', 3.3149157374838816, -0.167571, 9, 3.98, 19], ['F', 2.7368305649330376, -0.167571, 9, 3.98, 19], ['C', 1.3482367944535003, 0.423921, 6, 2.55, 12], ['F', 2.179276129091987, -0.167571, 9, 3.98, 19], ['F', 2.1796652579283706, -0.167571, 9, 3.98, 19], ['H', 2.594982453836008, 0.0776598, 1, 2.2, 1], ['H', 4.2712438163201, 0.210447, 1, 2.2, 1]]",273.084
18,"[['C', 2.3855949224334387, 0.245678, 6, 2.55, 12], ['O', 2.7411778344447515, -0.376203, 8, 3.44, 16], ['C', 3.003836426172398, 0.423921, 6, 2.55, 12], ['F', 4.171965776351413, -0.167571, 9, 3.98, 19], ['F', 2.741054837090807, -0.167571, 9, 3.98, 19], ['F', 3.6581938799168285, -0.167571, 9, 3.98, 19], ['C', 1.3389952061626316, 0.423921, 6, 2.55, 12], ['F', 2.174235315992347, -0.167571, 9, 3.98, 19], ['F', 2.1796652579283706, -0.167571, 9, 3.98, 19], ['H', 3.2853692404671926, 0.0776598, 1, 2.2, 1], ['H', 3.6291981655973173, 0.210447, 1, 2.2, 1]]",280.773
19,"[['C', 4.046394982072366, -0.0625478, 6, 2.55, 12], ['C', 3.557166933845327, -0.0591144, 6, 2.55, 12], ['C', 2.3019728631136505, 0.0971275, 6, 2.55, 12], ['N', 1.3626622406005242, -0.169663, 7, 3.04, 14], ['C', 2.301422767233492, 0.0249441, 6, 2.55, 12], ['C', 3.570179619837205, -0.0457684, 6, 2.55, 12], ['S', 4.510109799915235, 0.10762, 16, 2.58, 32], ['O', 3.269763707003515, -0.0618916, 8, 3.44, 16], ['O', 4.6849514013799585, -0.0618916, 8, 3.44, 16], ['H', 4.424834194772476, 0.0591933, 1, 2.2, 1], ['H', 2.4387327560905496, 0.0593222, 1, 2.2, 1], ['H', 2.4849134211880197, 0.0806476, 1, 2.2, 1], ['H', 4.41234387388372, 0.0630659, 1, 2.2, 1]]",156.85
20,"[['C', 4.723253647237582, -0.0457684, 6, 2.55, 12], ['C', 1.3402272842969953, 0.527815, 6, 2.55, 12], ['F', 2.179786302393005, -0.14992, 9, 3.98, 19], ['F', 2.1761646551830536, -0.14992, 9, 3.98, 19], ['S', 2.6543016579441288, 0.10762, 16, 2.58, 32], ['O', 3.0865122175402564, -0.0618916, 8, 3.44, 16], ['O', 3.7967257382952586, -0.0618916, 8, 3.44, 16], ['O', 2.9785100579588466, -0.0618916, 8, 3.44, 16], ['H', 4.104594541097982, 0.0630659, 1, 2.2, 1]]",280.273
21,"[['C', 3.521243471276389, -0.0625478, 6, 2.55, 12], ['C', 4.413380365713911, -0.0591144, 6, 2.55, 12], ['C', 4.8894618311612845, 0.0971275, 6, 2.55, 12], ['N', 4.589065299202994, -0.169663, 7, 3.04, 14], ['C', 3.7941771862746263, 0.0249441, 6, 2.55, 12], ['C', 3.1524739299634974, -0.0457684, 6, 2.55, 12], ['C', 1.3551193001880777, 0.527815, 6, 2.55, 12], ['F', 2.179786302393005, -0.14992, 9, 3.98, 19], ['F', 2.177355829324898, -0.14992, 9, 3.98, 19], ['S', 2.6485828389711927, 0.10762, 16, 2.58, 32], ['O', 3.8103240996883585, -0.0618916, 8, 3.44, 16], ['O', 2.916139418289626, -0.0618916, 8, 3.44, 16], ['O', 3.0163200800049053, -0.0618916, 8, 3.44, 16], ['H', 3.6099686838792615, 0.0615473, 1, 2.2, 1], ['H', 4.1651502027467995, 0.0806476, 1, 2.2, 1], ['H', 2.893030157199996, 0.0630659, 1, 2.2, 1]]",284.174
22,"[['C', 4.890156439921259, -0.0457684, 6, 2.55, 12], ['C', 1.3393972679548711, 0.527815, 6, 2.55, 12], ['F', 2.1761646551830536, -0.14992, 9, 3.98, 19], ['F', 2.177355829324898, -0.14992, 9, 3.98, 19], ['S', 2.6581314740780413, 0.10762, 16, 2.58, 32], ['O', 2.9982731911425327, -0.0618916, 8, 3.44, 16], ['O', 3.048945938787069, -0.0618916, 8, 3.44, 16], ['O', 3.8080816741489096, -0.0618916, 8, 3.44, 16], ['H', 4.739059409005262, 0.0630659, 1, 2.2, 1]]",280.422
23,"[['C', 4.703224581182746, 0.00766682, 6, 2.55, 12], ['C', 4.958336917987433, -0.0520265, 6, 2.55, 12], ['C', 4.201703215690418, -0.0605916, 6, 2.55, 12], ['C', 2.856129416369006, -0.0500811, 6, 2.55, 12], ['C', 2.3642857454270727, 0.0554468, 6, 2.55, 12], ['C', 3.5337556574862656, -0.0404138, 6, 2.55, 12], ['C', 1.3517633289146227, 0.41744, 6, 2.55, 12], ['F', 2.1796378716470945, -0.165902, 9, 3.98, 19], ['F', 2.1709582297183987, -0.165902, 9, 3.98, 19], ['H', 4.887652835680158, 0.0617885, 1, 2.2, 1], ['H', 2.634873426655763, 0.0623044, 1, 2.2, 1], ['H', 3.8343591947137585, 0.0629722, 1, 2.2, 1]]",265.062
24,"[['N', 4.916961566991718, -0.232482, 7, 3.04, 14], ['C', 4.141151521789655, 0.00766682, 6, 2.55, 12], ['C', 4.975624854275183, -0.0520265, 6, 2.55, 12], ['C', 4.780057923016682, -0.0605916, 6, 2.55, 12], ['C', 3.649423986068682, -0.0500811, 6, 2.55, 12], ['C', 2.372985556006428, 0.0554468, 6, 2.55, 12], ['C', 2.7388842635538535, -0.0404138, 6, 2.55, 12], ['C', 1.3490421669447137, 0.41744, 6, 2.55, 12], ['F', 2.1796378716470945, -0.165902, 9, 3.98, 19], ['F', 2.176697345262677, -0.165902, 9, 3.98, 19], ['H', 4.001413600962224, 0.0623044, 1, 2.2, 1], ['H', 2.4010420070256284, 0.0629722, 1, 2.2, 1]]",282.614
25,"[['C', 4.536265753575578, 0.00766682, 6, 2.55, 12], ['C', 4.920652632529436, -0.0520265, 6, 2.55, 12], ['C', 4.315133838914628, -0.0605916, 6, 2.55, 12], ['C', 3.051775209717957, -0.0500811, 6, 2.55, 12], ['C', 2.36186080216406, 0.0554468, 6, 2.55, 12], ['C', 3.3375116722137532, -0.0404138, 6, 2.55, 12], ['C', 1.3527517540715437, 0.41744, 6, 2.55, 12], ['F', 2.1709582297183987, -0.165902, 9, 3.98, 19], ['F', 2.176697345262677, -0.165902, 9, 3.98, 19], ['H', 3.027966238054261, 0.0623044, 1, 2.2, 1], ['H', 3.5301317989077745, 0.0629722, 1, 2.2, 1]]",251.717
26,"[['C', 3.628857966498249, -0.0132666, 6, 2.55, 12], ['C', 2.386009541745855, 0.0961378, 6, 2.55, 12], ['C', 1.3588547484136715, 0.138853, 6, 2.55, 12], ['C', 2.337380327503663, -0.00507233, 6, 2.55, 12], ['C', 3.6196343831123525, 0.0738536, 6, 2.55, 12], ['C', 4.108251902383639, 0.145346, 6, 2.55, 12], ['C', 2.9757488803962504, 0.339669, 6, 2.55, 12], ['O', 4.178627093685757, -0.245029, 8, 3.44, 16], ['O', 2.702050053491651, -0.477061, 8, 3.44, 16], ['H', 4.5134715012018685, 0.0649692, 1, 2.2, 1], ['H', 2.550475954226845, 0.0661629, 1, 2.2, 1], ['H', 1.852128805016682, 0.295409, 1, 2.2, 1]]",305.559
27,"[['C', 4.97945638157573, -0.0450384, 6, 2.55, 12], ['C', 4.799217598239471, -0.0251146, 6, 2.55, 12], ['C', 3.6561895283821553, 0.135069, 6, 2.55, 12], ['C', 2.3615013551174435, 0.0906473, 6, 2.55, 12], ['C', 2.7315583448429455, -0.0333468, 6, 2.55, 12], ['C', 4.132678757268192, 0.0595363, 6, 2.55, 12], ['C', 4.990351274866572, 0.336816, 6, 2.55, 12], ['O', 4.859740834393531, -0.245131, 8, 3.44, 16], ['C', 1.3483057945695154, 0.420079, 6, 2.55, 12], ['F', 2.1767904755599234, -0.165796, 9, 3.98, 19], ['F', 2.176079367862045, -0.165796, 9, 3.98, 19], ['F', 4.139829002033766, -0.204906, 9, 3.98, 19], ['H', 2.3918426638260533, 0.0632003, 1, 2.2, 1]]",278.962
28,"[['C', 4.955463198285444, -0.0450384, 6, 2.55, 12], ['C', 4.272685966714984, -0.0251146, 6, 2.55, 12], ['C', 2.9639518753023464, 0.135069, 6, 2.55, 12], ['C', 2.361975368156067, 0.0906473, 6, 2.55, 12], ['C', 3.4560083703581976, -0.0333468, 6, 2.55, 12], ['C', 4.63989748805967, 0.0595363, 6, 2.55, 12], ['C', 1.3488359687827483, 0.420079, 6, 2.55, 12], ['F', 2.1767904755599234, -0.165796, 9, 3.98, 19], ['F', 2.173356027568842, -0.165796, 9, 3.98, 19], ['F', 2.8625067215454982, -0.204906, 9, 3.98, 19], ['H', 4.961191286722849, 0.064644, 1, 2.2, 1], ['H', 3.7136475437785563, 0.0632003, 1, 2.2, 1]]",258.919
29,"[['C', 4.953635612540053, -0.0450384, 6, 2.55, 12], ['C', 4.277445197866178, -0.0251146, 6, 2.55, 12], ['C', 2.967805818541004, 0.135069, 6, 2.55, 12], ['C', 2.36221800005, 0.0906473, 6, 2.55, 12], ['C', 3.4524921300641505, -0.0333468, 6, 2.55, 12], ['C', 4.629095961186468, 0.0595363, 6, 2.55, 12], ['C', 1.349134953398841, 0.420079, 6, 2.55, 12], ['F', 2.176079367862045, -0.165796, 9, 3.98, 19], ['F', 2.173356027568842, -0.165796, 9, 3.98, 19], ['F', 2.8737087322235864, -0.204906, 9, 3.98, 19], ['H', 4.9752049118123765, 0.064644, 1, 2.2, 1], ['H', 3.7158297798061293, 0.0632003, 1, 2.2, 1]]",258.531
30,"[['C', 3.614767556332976, -0.0450384, 6, 2.55, 12], ['C', 2.3503024779921864, -0.0251146, 6, 2.55, 12], ['C', 1.3406027602015709, 0.135069, 6, 2.55, 12], ['C', 2.36383819606066, 0.0906473, 6, 2.55, 12], ['C', 3.6208168690827454, -0.0333468, 6, 2.55, 12], ['C', 4.118235644019462, 0.0595363, 6, 2.55, 12], ['C', 2.8093472975204885, 0.420079, 6, 2.55, 12], ['F', 4.139829002033766, -0.165796, 9, 3.98, 19], ['F', 2.8625067215454982, -0.165796, 9, 3.98, 19], ['F', 2.8737087322235864, -0.165796, 9, 3.98, 19], ['H', 4.482839012460161, 0.0626502, 1, 2.2, 1], ['H', 2.570240312728009, 0.064644, 1, 2.2, 1], ['H', 4.509973525101581, 0.0632003, 1, 2.2, 1]]",285.333
31,"[['C', 3.611564445591637, -0.0554595, 6, 2.55, 12], ['C', 4.113008977759987, -0.0177153, 6, 2.55, 12], ['C', 3.643498655691371, 0.1498, 6, 2.55, 12], ['C', 2.3616780128048496, 0.202198, 6, 2.55, 12], ['C', 1.3375172127553654, 0.157081, 6, 2.55, 12], ['C', 2.3502116139230558, -0.0239353, 6, 2.55, 12], ['N', 2.7798753678455923, 0.0629025, 7, 3.04, 14], ['O', 2.7352435844475043, -0.125932, 8, 3.44, 16], ['O', 3.772617083355537, -0.125932, 8, 3.44, 16], ['O', 4.73135863329021, -0.504383, 8, 3.44, 16], ['H', 4.49351185025175, 0.0619583, 1, 2.2, 1], ['H', 2.5769569621906463, 0.0646845, 1, 2.2, 1]]",301.167
32,"[['C', 3.619896886179412, -0.0449727, 6, 2.55, 12], ['C', 2.3535114985964904, -0.0242222, 6, 2.55, 12], ['C', 1.3373079079123795, 0.141658, 6, 2.55, 12], ['C', 2.367481647014353, 0.0768532, 6, 2.55, 12], ['C', 3.628703852201592, -0.0266202, 6, 2.55, 12], ['C', 4.121078641978876, 0.0603824, 6, 2.55, 12], ['Cl', 2.9444986483202666, -0.0805542, 17, 3.16, 35], ['H', 4.487485432246704, 0.0626511, 1, 2.2, 1], ['H', 2.575876498642916, 0.0646777, 1, 2.2, 1], ['H', 4.516705467343653, 0.0641054, 1, 2.2, 1]]",287.239
33,"[['C', 4.113388519375733, -0.0394961, 6, 2.55, 12], ['C', 3.627840301581754, -0.0388615, 6, 2.55, 12], ['C', 2.3689881781029323, 0.0761949, 6, 2.55, 12], ['C', 1.34327722933256, 0.143354, 6, 2.55, 12], ['C', 2.3478857307351353, -0.00432817, 6, 2.55, 12], ['C', 3.6337244920051615, 0.0273621, 6, 2.55, 12], ['N', 4.776285380057767, -0.357888, 7, 3.04, 14], ['Cl', 2.9627721148343507, -0.0805743, 17, 3.16, 35], ['H', 4.507013233267748, 0.0633529, 1, 2.2, 1], ['H', 2.5587837041741555, 0.0665029, 1, 2.2, 1], ['H', 4.8571581883520185, 0.142324, 1, 2.2, 1]]",296.871
34,"[['C', 3.6286798934915923, -0.0172426, 6, 2.55, 12], ['C', 4.153272145652663, 0.0790972, 6, 2.55, 12], ['C', 3.6103300256658706, 0.0577514, 6, 2.55, 12], ['C', 2.3415751948301877, -0.00536763, 6, 2.55, 12], ['C', 1.3302415233589566, 0.150918, 6, 2.55, 12], ['C', 2.3719409767315613, 0.141457, 6, 2.55, 12], ['S', 3.038206247355819, 0.0824247, 16, 2.58, 32], ['O', 2.895457464923231, -0.152859, 8, 3.44, 16], ['O', 4.428650821918759, -0.152859, 8, 3.44, 16], ['Cl', 3.450149380376371, 0.0603761, 17, 3.16, 35], ['H', 4.517076662874381, 0.0646385, 1, 2.2, 1], ['H', 2.574666731010065, 0.0661533, 1, 2.2, 1]]",279.46
35,"[['C', 3.4825895785606953, -0.0486093, 6, 2.55, 12], ['C', 4.642561448260849, -0.0407686, 6, 2.55, 12], ['C', 4.948807131599366, 0.0670581, 6, 2.55, 12], ['C', 4.239632834426608, 0.0930281, 6, 2.55, 12], ['C', 2.9092465738975632, -0.022481, 6, 2.55, 12], ['C', 2.3632474334474654, 0.0569236, 6, 2.55, 12], ['C', 1.3518113388633806, 0.417487, 6, 2.55, 12], ['F', 2.1801490102236722, -0.165902, 9, 3.98, 19], ['F', 2.169273075599231, -0.165902, 9, 3.98, 19], ['H', 3.7522411004320775, 0.0623489, 1, 2.2, 1], ['H', 2.766396375370082, 0.0644889, 1, 2.2, 1]]",258.329
36,"[['C', 2.7392940012887617, -0.0486093, 6, 2.55, 12], ['C', 4.1335326671307975, -0.0407686, 6, 2.55, 12], ['C', 4.979359701806223, 0.0670581, 6, 2.55, 12], ['C', 4.797510041450571, 0.0930281, 6, 2.55, 12], ['C', 3.6455319074351658, -0.022481, 6, 2.55, 12], ['C', 2.370296775949029, 0.0569236, 6, 2.55, 12], ['C', 1.3486798948920904, 0.417487, 6, 2.55, 12], ['F', 2.1801490102236722, -0.165902, 9, 3.98, 19], ['F', 2.178144361090114, -0.165902, 9, 3.98, 19], ['H', 2.3944642996532655, 0.0623489, 1, 2.2, 1], ['H', 4.7800854718485715, 0.0632853, 1, 2.2, 1], ['H', 4.015496002271052, 0.0644889, 1, 2.2, 1]]",284.34
37,"[['C', 3.429515116478006, -0.0486093, 6, 2.55, 12], ['C', 4.597073698521418, -0.0407686, 6, 2.55, 12], ['C', 4.935593431801348, 0.0670581, 6, 2.55, 12], ['C', 4.266221830416018, 0.0930281, 6, 2.55, 12], ['C', 2.958241573591986, -0.022481, 6, 2.55, 12], ['C', 2.361321749411717, 0.0569236, 6, 2.55, 12], ['C', 1.351664536945675, 0.417487, 6, 2.55, 12], ['F', 2.169273075599231, -0.165902, 9, 3.98, 19], ['F', 2.178144361090114, -0.165902, 9, 3.98, 19], ['H', 3.671859467980761, 0.0623489, 1, 2.2, 1], ['H', 2.867997128218118, 0.0644889, 1, 2.2, 1]]",254.739
